"CNT","Country","GNI","StudentTeacherRatio","TeacherMasters","ClassSize","ExtraCur","MaterialShortages","StaffShortages","StudentBehaviour","TeacherBehaviour","Attitude","Bullying","Discipline","SocioEcoStatus","ParentEducation","Competitiveness","Cooperation","TeacherFeedback","TeacherEngagment","TeacherInterest","TeacherSupport","TruantDay","TruantClass","PositiveAffect","LearningTime","Spending"
"LTU","Lithuania",-0.0877184016990712,-0.842802051753457,-0.831125263609187,-0.927138963144813,0.627026564929559,-0.134597181126476,-1.02169740064763,-0.434938763483162,-1.35627765616719,-1.12715063053273,-0.192902162080327,0.486923651605771,0.627058402147278,0.923330505381472,0.122510125052869,0.785031765312255,0.180467677186366,0.318949862813686,-0.961538600373009,-0.509398252593398,-0.451002144429082,-0.344143148316189,-0.133033863416457,-1.0025246421007,-0.414474222680707
"LUX","Luxembourg",1.48936408422732,-0.951599469148338,-0.954636086033011,-0.831613112294382,0.90123196911563,-1.12759939067267,0.409993968179428,0.0797430143823391,-0.191938181307251,0.159535103642999,-0.531393111817726,-0.500550368692597,0.590951370962692,-0.0652599148495379,-0.838455135207828,-0.30274189367262,-0.660178924817314,-0.918109260177113,-1.26492816735424,-1.39092540810641,-0.580867387506761,-0.587412585942039,-0.110897019977082,0.0468896146590692,2.61892559567373
"MEX","Mexico",-0.711390409069119,3.70615999079365,3.70938187746213,2.05832801922011,-0.191406752622224,0.859633683472097,0.0651172920083206,0.230370761262082,-0.176096927338089,0.930683168779432,-0.414358171385825,-0.539275598142081,-1.4416465665541,-1.32962702216747,-0.189623414552522,-0.262221890506021,-0.184044190521282,-0.298543758010817,0.748811465495563,0.930460459528963,-0.00252813960297504,-0.0195573678656457,1.24965006229151,0.544721124204572,-0.885276314288125
"NLD","Netherlands",0.851952973891181,0.724655869257721,0.753125044676045,-0.382680801863679,-0.163563381032259,-1.29728694572683,0.102223440421409,0.856296495556067,2.00046117789123,0.320541886104184,-1.50824901367982,-1.12490497370558,1.04923445579339,0.995794653489457,-2.0090971215514,0.741104442540724,-0.983382442833914,-2.24148362023478,-1.38605119054742,-2.1018503411287,0.0983878150200841,0.185355849681865,-0.0750474479619363,-0.0495213793675292,0.531234403759607
"NZL","New Zealand",0.124196853141619,0.0537607332107471,0.0626224604570101,-0.488761647335512,1.55906533641268,-0.879234602035288,-0.0330029170702397,0.630098860522452,0.463436910805069,0.552947795875954,1.21551137775086,-0.966680481217229,0.898188472128568,0.0580418363140157,1.11478452009718,-0.171115652703988,1.67713627841742,0.0747874059916674,0.628356522755859,0.313627435278754,-0.491425205900861,-0.577092272011503,NA,-0.816204078277673,0.202303417901851
"NOR","Norway",1.3274092038088,NA,NA,-0.62830688911255,-2.53350007825811,-0.426941752997751,-0.753529751203948,0.599237174534126,0.68794034807453,-0.324626036798737,-0.858205004547626,-0.333275154552845,1.55967438187924,0.776612781558229,1.41215631978857,2.72275016295756,0.171639972753631,-1.53860468081571,-0.0771145350469163,-0.826805822552721,-0.580470356110372,-0.557866771098613,NA,-0.806444598084297,1.21058608171635
"POL","Poland",-0.267159413165353,-1.14087918771365,-1.12558627116111,-0.510108511516702,0.42400910221487,-0.664622897641938,-2.27059817851269,-0.420019174122907,-1.22717443271654,-1.94601635501736,-0.0825054364413836,-0.330814666024897,0.300325391334708,-0.170854305406628,0.492914384257937,-0.0847110165099238,-0.135890136661672,-0.137396382098048,-1.69043184449669,-1.49163267592759,-0.527723481148619,-0.441782592427469,-0.76372150836818,0.462745749603874,-0.129742799780785
"PRT","Portugal",-0.155997580076032,-0.760983716408163,-0.750785736241164,-0.387738203378403,-1.11089692467538,0.931503134482323,2.11798438235319,0.932773561730582,1.07787456636339,1.82273455680488,-1.33446111265126,-0.417121930127446,-0.120769723007044,-1.08064688151202,0.57124587699102,-0.36846297185939,-0.42394303528015,-0.124952863458698,-0.0162703819800283,1.15658264918138,-0.426868292633491,-0.349772460488769,0.616637811577126,0.995298338698309,0.157841883647009
"SVK","Slovak Republic",-0.140176794842346,-0.171713275346611,-0.167305591549372,-1.11992922398692,-0.452463268248968,0.653373633083909,-0.831383830620675,-0.292882670315749,-1.05853510496153,-1.4885589324673,-0.0778267460690828,-0.231087604137898,0.230406675476163,0.200043538103219,-0.636603168218181,-1.09325332837457,-0.953195920324545,-0.983762284885922,-1.80485214973366,-1.27697016386962,-0.0604698101410841,-0.0371935906971179,-0.531894600755191,-0.96295857262753,-0.163077413600356
"SVN","Slovenia",0.0425949082520803,-1.26186582686141,-1.23356795510115,-0.648863128694437,0.425273667540411,-0.431156452952989,-0.341650513235481,0.0104643847697172,0.325664069716685,-0.457807691558473,-0.598575580222579,-0.734317347500156,0.541670523229706,0.0473373871497668,-0.935154514382743,-0.402409788759153,-1.9661183856772,-0.918820291350887,-1.00780545256524,-2.67805378032557,-0.417958739261696,-0.332295546692976,-3.21401305360649,0.453687868876062,0.271109370447132
"ESP","Spain",0.140433974828823,-0.385177111181675,-0.342691336731352,0.1614214678015,-1.57157325535234,-0.0438358443481386,0.76483602215583,-0.387777910302499,-0.488332756786811,0.864199787660468,-1.28816669655839,-1.08006848968327,0.482390082709892,0.27258669201241,-0.510675055171341,-0.461471197760911,-1.0488593132959,-1.78834804523158,-0.13311582965908,-0.283049703774841,-0.218157020262766,-0.179580097284163,0.853798649038024,0.575354018617703,0.0999797906085193
"SWE","Sweden",0.732880748185017,-0.406442526292951,-0.399637427038552,NA,-1.74478528059259,-1.33913972312106,0.969798924719163,0.207285086101712,-0.161206619801634,0.354530319077285,-0.815768268202822,-0.283667946953376,1.24314500163437,0.929539119154782,0.158483139531438,-0.349634034217999,-0.240672769652183,-0.896240788543485,-0.476684764585304,-0.034140520006724,-0.558882548288815,-0.530789115659806,-0.673629543108745,-0.025900988766496,0.769981745880196
