CNT,Country,GNI,StudentTeacherRatio,TeacherMasters,ClassSize,ExtraCur,MaterialShortages,StaffShortages,StudentBehaviour,TeacherBehaviour,Attitude,Bullying,Discipline,SocioEcoStatus,ParentEducation,Competitiveness,Cooperation,TeacherFeedback,TeacherEngagment,TeacherInterest,TeacherSupport,TruantDay,TruantClass,PositiveAffect,LearningTime
BRA,Brazil,-0.8566918313469206,3.0616832336038415,3.03996297252482,1.2982884412873408,-0.6956920929248582,-0.15017202655101886,-0.2505543401665982,1.148290823692962,0.8112903808037706,1.505164762567803,0.2027971586653161,-1.6476106593247546,-1.5466653109535708,-1.154747740007078,0.07487598890647587,-1.7591508515406826,-1.1235860911312026,-0.6717965707766224,0.5081252770417807,0.9708332145649003,1.159765371501518,1.1424483123370106,-0.16869542739282975,-0.7343995258687216
BRN,Brunei Darussalam,1.9048678648383446,-0.8711003580170211,-0.8590802684355038,-0.527768190066595,0.057154869259157505,-0.2529960044484993,-0.3224030190786762,-0.46133474954022347,0.8060177935233926,0.7888396135436025,2.888896475238834,-0.5015575372680195,0.06846446542631894,0.11685911655762704,0.8082800517757804,-0.450567999270498,1.012016397595891,-0.7321663862476385,0.618854842434992,0.2698690912674799,-0.6288702444279216,-0.5893639852769168,-0.4987574379416222,-1.5525265465819753
BGR,Bulgaria,-0.5881548188277745,-0.36935995948892414,-0.3654086479355412,-0.2505030987325511,-1.154179816541268,-1.1807467701720336,-2.2628545952137,0.28275921349339855,-0.9935924627408289,-0.3093349551912967,0.4040252453240142,-0.4470366118046164,0.15542835304538966,0.3536167164590659,-0.32207046522558347,-1.7271976365003734,0.048519377769197514,-0.6735958807007367,-0.5745921831739802,-0.24376543442306398,0.684590246604065,0.686652626916153,0.30844032692771617,-1.0357551685182569
CRI,Costa Rica,-0.8213032327978859,0.36471841227416096,0.3617461430881079,-0.055940959681283514,1.2081444704434174,1.5040283511477412,1.7692095712545863,1.0045881404909753,0.9453103347587494,1.802207398117938,-0.45109328213826555,-0.11309439779100378,-1.272028878819471,-0.532543298236372,-0.05128504772494597,-0.9734128775818367,-1.4895666302065487,0.055136205978026855,0.7770323482357868,1.096335831216346,-0.037772866729578615,-0.12191819515362233,1.0650419613329953,1.6016402940236931
HRV,Croatia,-0.3849826295109632,-0.7506030044353253,-0.7399243426563106,-0.8466459531798278,-0.6716946001892771,1.4681203688339004,0.16516640839806754,1.5839919052823068,0.8312768595992842,-0.2475088330223827,-1.1125411358947335,-0.3460949904428539,0.11766949010168977,0.4321061244906469,-1.4520999797494676,-0.14988604481983855,-1.3167684251204343,0.9402256172081225,-0.5558054129613335,-1.8025308068107262,-0.2831492124329072,-0.2557691630494297,0.72725244219473,-0.20967268163950548
DOM,Dominican Republic,-0.8108948214599344,2.5868064154524366,2.586608018118166,1.2659505883583146,-0.3658183674002906,0.6208518253146865,0.14875097081954272,-0.12825675627021768,-0.1655093579130316,0.7691405338384028,1.6871300133656117,-0.21656758520730832,-1.4057667406536527,-0.24836057705659073,0.33812706065750775,-0.4403450704454859,1.3487620219262753,1.1154103470134027,0.99555062656974,1.5515539359473132,2.861592700946222,2.952361847639302,1.3765123545453328,-0.7603998397165638
GEO,Georgia,-1.037798188627275,-0.53883637301143406,-0.5742593284985129,-1.0703961429052793,-1.2115967641401937,0.5291821213168659,-0.4557911931880804,-2.345945198217996,-1.378619082551692,-0.05299345129474548,-1.131508957796423,0.7582977291285038,-0.12712175077053744,1.0084804518548443,-0.6943556652693271,1.0184704634831274,0.4283641129401257,-0.12584889722302509,-0.12471914664646686,0.4080019903805392,0.4709293983333473,0.4102833603782837,-1.073165083737393,-0.767141910841924
HKG,Hong Kong (China),1.306592381132898,-0.11705170325877852,-0.11913738815217584,0.11676502680413982,2.1256253635569453,-0.7835496958140413,0.3021283561750528,-1.5091207335733818,0.857600227152432,-1.1085888031631843,0.07100365442945454,0.35832999041594454,-0.41781853330847424,-1.383558304174661,1.427983141679909,0.23035857751154096,0.10009123228843503,-0.07070258083668331,-0.22097939382712498,-0.6497393104630743,-0.9413386849216004,-0.9994400468007342,-0.7154923047379316,0.6848201349637792
IDN,Indonesia,-0.9890868235656624,0.6874704107653211,0.7051390997419741,0.6024360394686367,0.26423430261763625,1.2998199078053483,0.9351335633789378,-1.5551600031225743,-1.2269136721665457,1.078125563851843,1.0295353562032923,0.09952276253829412,-2.0020703811541303,-1.5629640108256866,0.26627302904548006,1.543289512018775,1.0226236353083733,0.48526529937418955,1.185033626437444,0.7847609422054719,-0.7317483744964643,-0.7145235485482039,1.1692046716150282,0.5442153513929998
JOR,Jordan,-1.1239798345055125,1.2302271000069922,1.1613359455546326,0.9090352463506338,-1.1159779910676788,1.1345859264681482,1.801952407718717,0.7169356091384517,0.9181708988744893,0.459487633970441,0.6512603847921873,0.5434183714062911,-0.7923869939868218,-0.18030226936126428,1.172148996688397,-0.09062558770176785,1.152989965906002,1.4865193444894824,0.8276522877836662,1.575803274957089,0.1640180114554221,0.010318164753474461,-1.455973793930115,-1.1616282055900145
KAZ,Kazakhstan,-0.49864248132139244,-0.9205723656550496,-0.9085061130140093,-0.16907849462207203,-0.001153088296717413,0.02939257237731737,-0.9540039701499005,1.9968358012439718,2.556713721633257,-0.8557020268526679,-0.010161762682273208,2.4682575275240812,-0.0587069727932755,0.35466100311788784,-0.08115526668528007,1.2012016758846562,1.0920386877283461,1.924810086982666,0.7879432054936563,0.6050550051177349,-0.00599303158161018,0.008730613781053527,1.8535887797627255,0.25793988048111693
